id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
fNKYBpQJivICm0ORb3nb_Q,8282-new-york-2,8282,https://s3-media2.fl.yelpcdn.com/bphoto/jMQtrS6w53Okpgnqe30kmw/o.jpg,False,https://www.yelp.com/biz/8282-new-york-2?adjust_creative=4OloIt1kPZ2nt6Pu4NdkDA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4OloIt1kPZ2nt6Pu4NdkDA,174,"[{'alias': 'korean', 'title': 'Korean'}]",4.5,"{'latitude': 40.72161, 'longitude': -73.98875}",[],,"{'address1': '84 Stanton St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['84 Stanton St', 'New York, NY 10002']}",+19298370360,(929) 837-0360,1852.383297157622
LpVbI-E9C-CSp7WhU5h2Iw,fishmarket-restaurant-new-york,Fishmarket Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/-rU1vuRmHkzA6nhmoVRHnQ/o.jpg,False,https://www.yelp.com/biz/fishmarket-restaurant-new-york?adjust_creative=4OloIt1kPZ2nt6Pu4NdkDA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4OloIt1kPZ2nt6Pu4NdkDA,635,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'divebars', 'title': 'Dive Bars'}, {'alias': 'malaysian', 'title': 'Malaysian'}]",4.5,"{'latitude': 40.70717, 'longitude': -74.00192}",['delivery'],$$,"{'address1': '111 South St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['111 South St', 'New York, NY 10038']}",+19173638101,(917) 363-8101,667.3039397165242
D_f5cnBPDUueO-CCYHtwPw,mabu-hong-kong-cafe-new-york,Mabu Hong Kong Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/4jj_QBRbNIpDgPZXYa5-RA/o.jpg,False,https://www.yelp.com/biz/mabu-hong-kong-cafe-new-york?adjust_creative=4OloIt1kPZ2nt6Pu4NdkDA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4OloIt1kPZ2nt6Pu4NdkDA,99,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.5,"{'latitude': 40.71458505306615, 'longitude': -73.99800438433886}",[],,"{'address1': '18 Doyers St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['18 Doyers St', 'New York, NY 10013']}",,,1053.4722072309687
Qi7pmy2BuR5Oz2ouXa2u4A,the-frenchmans-dough-new-york,The Frenchman's Dough,https://s3-media4.fl.yelpcdn.com/bphoto/O7EF4lqRagl2BRcPFAClZA/o.jpg,False,https://www.yelp.com/biz/the-frenchmans-dough-new-york?adjust_creative=4OloIt1kPZ2nt6Pu4NdkDA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4OloIt1kPZ2nt6Pu4NdkDA,36,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.5,"{'latitude': 40.706116183284095, 'longitude': -74.00233246386051}",[],,"{'address1': '96 South St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['96 South St', 'New York, NY 10038']}",+16468686000,(646) 868-6000,683.1296421950299
8SehQovJOuQDLbtzLLYLyw,rh-rooftop-restaurant-new-york-new-york-2,RH Rooftop Restaurant New York,https://s3-media3.fl.yelpcdn.com/bphoto/qNQTyRt8yeJ8q9Tzc2BBLA/o.jpg,False,https://www.yelp.com/biz/rh-rooftop-restaurant-new-york-new-york-2?adjust_creative=4OloIt1kPZ2nt6Pu4NdkDA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4OloIt1kPZ2nt6Pu4NdkDA,854,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,"{'latitude': 40.73985, 'longitude': -74.00639}",[],$$$,"{'address1': '9 9th Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['9 9th Ave', 'New York, NY 10014']}",+12122172210,(212) 217-2210,3949.0248691094494
AA9wpuJRhkSHUePAiv3otA,the-leroy-house-new-york-5,The Leroy House,https://s3-media2.fl.yelpcdn.com/bphoto/2gFtU7B5tZx4WVtl5jiwjQ/o.jpg,False,https://www.yelp.com/biz/the-leroy-house-new-york-5?adjust_creative=4OloIt1kPZ2nt6Pu4NdkDA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4OloIt1kPZ2nt6Pu4NdkDA,184,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 40.73063, 'longitude': -74.00661}","['delivery', 'pickup']",$$$,"{'address1': '430 Hudson St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['430 Hudson St', 'New York, NY 10014']}",+16465900640,(646) 590-0640,2973.8799067164387
c8wkoGg9UbF55k3Z74X0Qw,betty-new-york,Betty,https://s3-media1.fl.yelpcdn.com/bphoto/cyj4EA06gUWCNWw0X-hESw/o.jpg,False,https://www.yelp.com/biz/betty-new-york?adjust_creative=4OloIt1kPZ2nt6Pu4NdkDA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4OloIt1kPZ2nt6Pu4NdkDA,35,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",5.0,"{'latitude': 40.71367, 'longitude': -73.98785}","['delivery', 'pickup']",$$,"{'address1': '193 Henry St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['193 Henry St', 'New York, NY 10002']}",+16465565081,(646) 556-5081,1061.6190153720502
y2dSu-qwp1BmLfQRn_c-1Q,bar-lula-new-york,Bar Lula,https://s3-media2.fl.yelpcdn.com/bphoto/J4C2_YmJf33QCYVkW-VvZQ/o.jpg,False,https://www.yelp.com/biz/bar-lula-new-york?adjust_creative=4OloIt1kPZ2nt6Pu4NdkDA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4OloIt1kPZ2nt6Pu4NdkDA,51,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'latin', 'title': 'Latin American'}]",4.5,"{'latitude': 40.72743, 'longitude': -73.98521}",[],,"{'address1': '132 1st Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['132 1st Ave', 'New York, NY 10009']}",+12127277900,(212) 727-7900,2549.4923495944245
D0EV-xXaUUi35raZ_hWg-w,momofuku-ssam-bar-new-york-6,Momofuku Ssam Bar,https://s3-media4.fl.yelpcdn.com/bphoto/FpyI7v_4zRxr7scrjyUJgA/o.jpg,False,https://www.yelp.com/biz/momofuku-ssam-bar-new-york-6?adjust_creative=4OloIt1kPZ2nt6Pu4NdkDA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4OloIt1kPZ2nt6Pu4NdkDA,123,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'steak', 'title': 'Steakhouses'}]",4.0,"{'latitude': 40.705476024827576, 'longitude': -74.0016428}",[],$$$,"{'address1': '89 South St', 'address2': 'Pier 17', 'address3': None, 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['89 South St', 'Pier 17', 'New York, NY 10038']}",+12125000831,(212) 500-0831,622.090604757197
WUc3CA6S8OjH3kiqv3eFOA,sobak-new-york-2,Sobak,https://s3-media4.fl.yelpcdn.com/bphoto/jIzMOv8F8L5Yk1E-1KYQtg/o.jpg,False,https://www.yelp.com/biz/sobak-new-york-2?adjust_creative=4OloIt1kPZ2nt6Pu4NdkDA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4OloIt1kPZ2nt6Pu4NdkDA,18,"[{'alias': 'korean', 'title': 'Korean'}]",5.0,"{'latitude': 40.71497047687499, 'longitude': -73.99158544320115}",[],$$,"{'address1': '51B Canal St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['51B Canal St', 'New York, NY 10002']}",,,1072.0603871599865
AudBWxeAr3zHr1ITrTcVpg,izakaya-fuku-jackson-heights,Izakaya Fuku,https://s3-media1.fl.yelpcdn.com/bphoto/mVURSCqR6QzJWZmi2CoWbQ/o.jpg,False,https://www.yelp.com/biz/izakaya-fuku-jackson-heights?adjust_creative=4OloIt1kPZ2nt6Pu4NdkDA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4OloIt1kPZ2nt6Pu4NdkDA,290,"[{'alias': 'japanese', 'title': 'Japanese'}]",4.5,"{'latitude': 40.74635, 'longitude': -73.89383}","['delivery', 'restaurant_reservation', 'pickup']",$$,"{'address1': '71-28 Roosevelt Ave', 'address2': None, 'address3': '', 'city': 'Jackson Heights', 'zip_code': '11372', 'country': 'US', 'state': 'NY', 'display_address': ['71-28 Roosevelt Ave', 'Jackson Heights, NY 11372']}",+17182551120,(718) 255-1120,9601.187678909186
7bpZZUpEclhn29wWVqFsKA,lucky-rabbit-noodles-brooklyn,Lucky Rabbit Noodles,https://s3-media2.fl.yelpcdn.com/bphoto/hD5Y2UP7w-fCcKaWMcLfZg/o.jpg,False,https://www.yelp.com/biz/lucky-rabbit-noodles-brooklyn?adjust_creative=4OloIt1kPZ2nt6Pu4NdkDA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4OloIt1kPZ2nt6Pu4NdkDA,37,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.5,"{'latitude': 40.70375, 'longitude': -73.98809}","['delivery', 'pickup']",$$,"{'address1': '140 Plymouth St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['140 Plymouth St', 'Brooklyn, NY 11201']}",+13479160098,(347) 916-0098,552.2472907350264
eQ4QUGvuHGBzsOrphsVc6A,kimura-new-york,Kimura,https://s3-media3.fl.yelpcdn.com/bphoto/mljczn7werHwgQX7_cF-rA/o.jpg,False,https://www.yelp.com/biz/kimura-new-york?adjust_creative=4OloIt1kPZ2nt6Pu4NdkDA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4OloIt1kPZ2nt6Pu4NdkDA,375,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'hotpot', 'title': 'Hot Pot'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.5,"{'latitude': 40.72904325062745, 'longitude': -73.9882174}","['delivery', 'pickup']",$$$,"{'address1': '31 St Marks Pl', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['31 St Marks Pl', 'New York, NY 10003']}",+19179051864,(917) 905-1864,2662.070010963247
6Ct7OeTRn4caY9g0swFBsw,la-contenta-new-york,La Contenta,https://s3-media2.fl.yelpcdn.com/bphoto/FwZAyPgdKdPGQ8aAGKh3-w/o.jpg,False,https://www.yelp.com/biz/la-contenta-new-york?adjust_creative=4OloIt1kPZ2nt6Pu4NdkDA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4OloIt1kPZ2nt6Pu4NdkDA,910,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 40.71873, 'longitude': -73.98691}","['delivery', 'pickup']",$$,"{'address1': '102 Norfolk St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['102 Norfolk St', 'New York, NY 10002']}",+12124324180,(212) 432-4180,1593.9475165549418
lynQoI3w_pzYfHGeuUU-Qg,shu-jiao-fu-zhou-new-york-2,Shu Jiao Fu Zhou,https://s3-media2.fl.yelpcdn.com/bphoto/Nmkgn1o5hidyES6mWk8VHg/o.jpg,False,https://www.yelp.com/biz/shu-jiao-fu-zhou-new-york-2?adjust_creative=4OloIt1kPZ2nt6Pu4NdkDA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4OloIt1kPZ2nt6Pu4NdkDA,1301,"[{'alias': 'chinese', 'title': 'Chinese'}]",4.5,"{'latitude': 40.7174109, 'longitude': -73.99210041198651}","['delivery', 'pickup']",$,"{'address1': '295 Grand St', 'address2': None, 'address3': None, 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['295 Grand St', 'New York, NY 10002']}",+12126252532,(212) 625-2532,1331.9277465054374
e5wK3I_THzF4Ce_OgoSCQw,mokyo-new-york-2,Mokyo,https://s3-media2.fl.yelpcdn.com/bphoto/tIO2leoOqXxL6E-C1fwJvw/o.jpg,False,https://www.yelp.com/biz/mokyo-new-york-2?adjust_creative=4OloIt1kPZ2nt6Pu4NdkDA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4OloIt1kPZ2nt6Pu4NdkDA,341,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 40.72714401116084, 'longitude': -73.98395721296154}","['delivery', 'pickup']",,"{'address1': '109 St Marks Pl', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['109 St Marks Pl', 'New York, NY 10009']}",,,2553.90929951772
OCTiJwvjoK81WoDwsTkFvA,paesano-of-mulberry-street-new-york,Paesano of Mulberry Street,https://s3-media2.fl.yelpcdn.com/bphoto/yN9ARCE3LF6u9E0yN5WpIw/o.jpg,False,https://www.yelp.com/biz/paesano-of-mulberry-street-new-york?adjust_creative=4OloIt1kPZ2nt6Pu4NdkDA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4OloIt1kPZ2nt6Pu4NdkDA,1413,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,"{'latitude': 40.718554, 'longitude': -73.997447}","['delivery', 'restaurant_reservation', 'pickup']",$$,"{'address1': '136 Mulberry St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['136 Mulberry St', 'New York, NY 10013']}",+12129651188,(212) 965-1188,1471.1783179853867
